income_per_credit_line,loan_purpose_house,loan_purpose_credit_card,inquiries_last_12m,term,num_total_cc_accounts,months_since_last_credit_inquiry,num_open_cc_accounts,open_credit_lines,num_satisfactory_accounts,loan_amount,application_type_joint
6666.666666666667,0,0,2,60,13,0.0,9,12,12,15000,0
5384.615384615385,0,0,0,36,11,-1.0,3,3,3,2400,0
5000.0,0,0,1,36,8,6.0,7,7,7,10000,0
5000.0,0,0,2,60,15,7.0,10,14,14,24000,1
6250.0,0,0,2,36,9,2.0,4,6,6,9500,0
8932.0,0,0,0,36,3,14.0,3,4,4,30000,0
3583.3333333333335,0,0,0,60,8,13.0,5,6,6,10000,1
3750.0,0,0,8,60,11,3.0,8,10,10,15000,0
2655.1724137931033,0,0,0,60,19,16.0,11,14,14,35000,0
3818.181818181818,0,1,1,36,7,1.0,3,6,6,10000,0
8666.666666666666,0,0,2,60,7,8.0,6,11,11,40000,0
2543.3333333333335,0,0,4,36,21,0.0,9,12,12,15000,0
11176.470588235294,0,0,0,36,10,16.0,8,9,9,20000,0
1782.608695652174,0,0,0,36,7,17.0,5,7,7,4500,0
3333.3333333333335,0,0,0,60,8,-1.0,7,7,7,16000,0
2256.4102564102564,0,1,2,36,8,3.0,6,25,25,10000,0
5476.190476190476,0,0,6,60,12,1.0,10,15,15,20000,0
2587.324324324324,0,0,1,60,21,4.0,13,15,15,20600,0
11545.454545454546,0,0,0,60,9,18.0,8,9,9,35000,0
5370.37037037037,0,0,0,36,8,-1.0,3,8,8,10000,1
3333.3333333333335,0,0,1,36,10,9.0,3,6,6,12000,0
6666.666666666667,0,0,0,36,3,-1.0,2,3,3,1925,1
1923.076923076923,1,0,4,36,31,0.0,20,23,23,15000,0
2607.1428571428573,0,0,8,36,24,0.0,21,24,24,20000,0
5066.666666666667,0,0,2,36,11,12.0,11,14,14,6000,0
7230.7692307692305,0,0,1,36,22,6.0,22,24,24,10000,0
1851.851851851852,0,0,8,36,21,10.0,11,13,13,25000,0
2636.3636363636365,0,0,0,36,14,-1.0,9,10,10,10000,0
17500.0,0,0,0,36,5,-1.0,5,6,6,6000,0
4071.4285714285716,0,1,1,60,14,12.0,10,17,17,20000,0
6818.181818181818,0,0,1,36,18,2.0,6,8,8,15000,0
1864.8648648648648,0,0,0,36,23,14.0,5,8,8,20000,0
1111.111111111111,0,0,1,60,23,10.0,20,23,21,10500,0
3750.0,0,1,2,60,13,5.0,11,13,13,11400,0
4933.333333333333,0,0,0,36,7,16.0,5,9,9,5500,0
4166.666666666667,0,0,1,36,6,1.0,4,4,4,5000,0
2461.5384615384614,0,0,6,36,4,1.0,3,6,6,9600,0
968.75,0,0,2,36,24,9.0,20,21,21,15000,0
12800.0,0,0,0,36,4,15.0,4,5,5,10000,0
2181.818181818182,0,0,1,60,2,1.0,2,11,11,10450,0
3347.8260869565215,0,1,3,36,11,1.0,10,16,16,7200,0
5404.333333333333,0,0,0,60,7,-1.0,6,8,8,35000,1
1266.3636363636363,0,0,1,36,10,6.0,5,6,6,4200,0
2608.695652173913,0,0,3,36,4,6.0,4,14,14,2400,0
1305.84375,0,1,1,36,17,5.0,9,11,11,12800,0
3225.8064516129034,0,0,2,36,21,9.0,15,18,18,8000,1
7000.0,0,0,3,36,5,1.0,3,7,7,30000,0
3428.5714285714284,0,0,7,36,8,0.0,7,13,13,7000,0
6875.0,0,0,2,36,9,12.0,6,8,8,25000,0
1433.3333333333333,0,0,3,60,21,0.0,15,15,15,40000,0
2812.5,0,0,1,60,14,12.0,7,10,10,24000,0
2375.0,0,0,2,36,23,3.0,9,10,10,5000,0
3454.5454545454545,0,0,5,60,27,2.0,13,18,18,40000,0
1414.2857142857142,0,1,1,60,8,2.0,7,14,14,15000,0
1523.8095238095239,0,0,1,36,13,12.0,8,15,15,5000,0
3714.285714285714,0,1,3,36,8,4.0,7,15,15,7000,0
2260.8695652173915,0,0,4,60,11,2.0,5,9,9,17450,0
13363.636363636364,0,0,6,60,6,1.0,6,8,8,30000,0
3500.0,0,0,1,36,23,6.0,12,14,14,15000,0
1282.051282051282,0,0,8,36,32,1.0,27,28,28,20000,0
2500.0,0,0,3,60,22,2.0,16,16,16,15000,0
12666.666666666666,0,0,0,36,9,18.0,6,10,10,12000,0
14000.0,0,0,0,36,5,-1.0,2,3,3,16500,0
5277.777777777777,0,0,2,36,10,7.0,9,13,13,19200,0
4210.526315789473,0,0,2,36,11,1.0,8,11,11,7050,0
3161.2903225806454,0,1,2,60,17,0.0,10,11,10,15000,1
15363.636363636364,0,0,0,36,9,17.0,6,7,7,11200,1
5454.545454545455,0,0,13,36,8,4.0,8,11,11,8000,0
2463.4146341463415,0,0,2,60,26,11.0,10,15,15,20000,0
3896.551724137931,0,0,6,60,13,0.0,10,21,21,10800,0
1487.8048780487804,0,0,9,36,27,2.0,8,11,11,7200,0
2545.4545454545455,0,0,0,36,10,19.0,9,10,10,12000,0
2777.777777777778,0,1,2,36,19,5.0,14,17,17,20000,0
2750.0,0,0,8,36,8,3.0,6,9,9,7200,0
4000.0,0,0,2,36,2,10.0,2,5,5,6000,0
2136.3636363636365,0,0,0,36,7,17.0,5,8,8,5000,0
3866.6666666666665,0,0,2,60,7,4.0,6,9,9,16000,0
1833.3333333333333,0,0,0,36,14,17.0,7,14,14,15600,0
1988.25,0,0,0,60,15,-1.0,7,8,8,10000,0
5277.777777777777,0,0,2,36,13,6.0,7,9,9,10000,0
4642.857142857143,0,0,0,36,4,-1.0,3,12,12,30000,0
20833.333333333332,0,0,0,36,10,19.0,8,9,9,30000,0
2208.0,0,1,0,36,9,-1.0,4,12,12,16000,0
1826.0869565217392,0,1,1,36,15,6.0,7,9,9,20000,0
3314.6,0,0,2,36,8,5.0,4,7,7,6275,1
1090.909090909091,0,1,2,36,22,9.0,19,23,23,15000,0
3529.4117647058824,0,0,0,60,20,14.0,8,10,10,16000,0
2863.6363636363635,0,0,3,36,14,8.0,9,11,11,10000,0
4696.969696969697,0,0,2,36,13,6.0,4,12,12,25000,0
6666.666666666667,0,0,2,36,6,7.0,4,4,4,12000,0
6071.428571428572,0,1,1,36,3,5.0,3,6,6,6000,0
11500.0,0,0,2,36,12,3.0,4,8,8,12000,0
3125.0,1,0,1,60,2,8.0,2,18,18,10000,0
12857.142857142857,0,0,0,36,7,15.0,6,6,6,20000,1
7333.333333333333,0,1,6,36,8,4.0,4,6,6,8500,0
5375.0,0,0,1,60,12,4.0,11,17,17,36000,0
5344.827586206897,0,0,0,36,10,23.0,5,11,11,40000,1
5312.5,0,0,1,36,5,2.0,4,9,9,9000,0
2000.0,0,0,0,36,18,-1.0,10,10,10,7200,0
3272.7272727272725,0,0,4,36,7,5.0,3,5,5,6100,0
4588.235294117647,0,0,1,36,5,1.0,4,12,12,2250,1
3083.3333333333335,0,0,0,36,12,16.0,7,7,7,10000,0
4090.909090909091,0,0,3,36,8,5.0,6,8,8,25000,0
1538.4615384615386,0,0,1,60,18,5.0,11,13,13,16000,0
6740.740740740741,0,1,2,60,23,1.0,9,9,9,32000,0
4250.0,0,1,1,36,8,6.0,6,8,8,12000,0
1184.2105263157894,0,0,0,36,30,14.0,17,19,19,10000,0
1733.3333333333333,0,0,2,36,8,7.0,6,9,9,2200,0
2098.3076923076924,0,1,1,36,5,6.0,4,9,9,4800,0
2343.75,0,0,2,60,24,4.0,22,23,23,35000,0
5263.1578947368425,0,1,2,36,11,7.0,6,9,9,35000,0
8400.0,0,0,2,60,2,9.0,2,3,3,10000,0
20166.666666666668,0,0,3,36,3,5.0,2,4,4,2400,1
4450.0,0,1,0,36,8,14.0,7,10,10,19600,0
2500.0,0,0,2,60,10,7.0,7,11,11,26000,0
4500.0,0,0,3,60,13,2.0,10,12,12,12000,0
2419.3548387096776,0,0,2,36,28,5.0,18,22,22,13000,0
1628.5714285714287,1,0,3,60,12,1.0,9,22,22,11750,0
3535.714285714286,0,0,1,60,18,1.0,8,13,13,30000,0
3666.6666666666665,0,1,1,36,3,11.0,3,6,6,7000,0
11150.0,0,0,10,60,8,3.0,8,9,9,20000,1
8818.181818181818,0,0,2,36,8,5.0,3,6,6,35000,0
3750.0,0,1,0,60,4,19.0,3,3,3,10000,0
3846.153846153846,0,0,2,36,7,1.0,4,5,5,20000,0
3593.75,0,0,2,60,7,4.0,2,12,12,40000,0
2758.6206896551726,0,1,3,36,17,4.0,9,11,11,12000,0
14000.0,0,0,0,36,3,-1.0,3,4,4,16000,1
2608.695652173913,0,0,2,36,16,11.0,10,13,13,10000,0
2380.9523809523807,0,1,1,36,15,8.0,10,13,13,10000,0
2068.181818181818,0,0,9,36,24,1.0,16,23,23,15000,0
4411.764705882353,0,0,4,60,8,2.0,6,7,7,24000,0
13000.0,0,0,0,36,6,14.0,3,7,7,40000,0
2321.4285714285716,0,0,1,60,21,6.0,12,13,13,25000,0
11220.0,0,0,0,36,11,-1.0,10,13,13,32175,1
4722.222222222223,0,0,1,60,15,12.0,11,16,16,25000,0
4117.64705882353,0,0,1,60,6,0.0,5,8,8,24000,0
5000.0,0,1,0,60,5,17.0,4,5,5,15000,0
2564.102564102564,0,0,2,60,13,7.0,8,12,12,36000,0
1789.4736842105262,0,0,3,60,36,4.0,30,31,31,20000,0
6000.0,0,0,7,60,14,0.0,11,15,15,30000,1
2023.8095238095239,0,0,2,36,14,6.0,4,7,7,11000,0
2736.842105263158,0,1,1,60,11,11.0,7,9,9,15000,0
1750.0,0,1,0,60,9,17.0,7,14,14,13500,0
6875.0,0,0,0,60,4,-1.0,4,6,6,10000,0
3035.714285714286,0,1,0,36,24,-1.0,19,20,20,25000,0
39750.0,0,0,9,60,4,7.0,3,7,7,25000,0
10555.555555555555,0,0,0,36,7,-1.0,6,7,7,28000,0
3736.842105263158,0,1,0,36,5,-1.0,4,10,10,10000,0
2060.0,0,0,0,36,8,14.0,4,9,9,10000,0
1377.75,0,0,1,36,30,5.0,16,18,18,10000,0
652.1739130434783,0,0,1,36,13,10.0,6,7,7,2500,0
4750.0,0,0,0,36,6,-1.0,3,5,5,6500,0
2146.3414634146343,0,0,2,36,31,5.0,10,11,11,10000,0
4310.3448275862065,0,0,3,36,13,1.0,8,17,17,14500,1
7272.727272727273,1,0,2,36,7,6.0,6,9,9,40000,0
2250.0,0,0,3,36,15,4.0,12,14,14,16000,0
12307.692307692309,0,0,0,36,6,-1.0,3,5,5,14000,1
3000.0,0,0,5,36,14,1.0,12,16,16,10000,0
1060.6060606060605,0,0,0,36,20,16.0,11,16,16,2400,0
8000.0,0,0,0,36,9,23.0,3,4,4,17000,1
10000.0,0,1,7,36,8,2.0,7,10,10,24000,1
2928.5714285714284,0,0,5,36,17,2.0,12,16,16,20000,0
5125.0,0,1,6,36,15,4.0,13,14,14,30000,0
5400.0,0,0,0,36,3,-1.0,3,3,3,3600,0
2787.878787878788,0,0,1,36,13,8.0,3,8,8,20000,0
10277.777777777777,0,0,0,36,11,-1.0,9,12,12,8000,1
2000.0,0,1,0,36,10,18.0,7,10,10,16000,0
5483.870967741936,0,0,2,36,19,1.0,17,22,22,24000,0
2307.6923076923076,0,1,1,36,7,8.0,3,4,4,2000,0
6562.5,0,0,0,36,6,-1.0,5,7,7,2000,0
1086.9565217391305,0,0,0,36,17,14.0,9,9,9,6500,0
2121.212121212121,0,0,3,36,24,0.0,22,27,27,8000,0
2285.714285714286,0,0,0,36,6,13.0,6,7,7,7000,0
11363.636363636364,0,1,1,60,8,9.0,5,6,6,25000,0
2068.9655172413795,0,0,1,60,21,5.0,17,19,19,15000,0
2631.5789473684213,0,0,4,36,30,9.0,12,17,17,35000,0
7592.592592592592,0,0,2,36,11,6.0,3,8,7,26000,0
2812.5,0,0,1,60,7,1.0,4,6,6,12000,0
3778.285714285714,0,1,1,60,2,4.0,2,7,7,10000,0
2903.2258064516127,0,0,0,36,15,-1.0,11,13,13,15000,0
4629.62962962963,0,1,3,60,16,1.0,9,14,14,14000,1
4227.272727272727,0,0,1,36,12,7.0,9,12,12,15000,1
4000.0,0,0,0,36,13,-1.0,6,7,7,10000,0
1041.6666666666667,0,0,1,36,21,7.0,13,14,14,5000,0
4352.941176470588,0,0,1,60,11,0.0,10,11,11,28125,0
5693.714285714285,0,0,1,36,14,2.0,12,16,16,10000,0
1428.5714285714287,0,0,3,60,11,5.0,6,7,7,10000,0
5033.333333333333,0,0,3,60,18,7.0,14,17,17,40000,0
3181.818181818182,0,1,4,36,7,0.0,6,11,11,10000,0
1029.4117647058824,0,0,0,36,13,20.0,8,18,18,8000,0
10500.0,1,0,1,60,6,1.0,1,2,2,35000,0
6666.666666666667,0,0,1,36,18,10.0,8,14,14,20000,0
4166.666666666667,0,0,0,36,5,-1.0,4,5,5,9000,0
7500.0,0,0,1,60,4,8.0,3,4,4,20000,0
1805.5555555555557,0,0,1,36,28,3.0,15,18,18,3000,0
5000.0,0,1,0,36,7,16.0,6,12,12,8000,1
6500.0,0,0,10,36,6,9.0,5,5,5,10000,0
2444.4444444444443,0,0,2,36,4,6.0,1,12,11,5000,0
4142.857142857143,0,0,2,36,21,6.0,15,19,19,15000,0
2000.0,0,0,1,60,13,11.0,7,11,11,10000,0
10000.0,0,0,3,36,7,10.0,4,5,5,40000,0
2058.823529411765,0,0,2,36,16,10.0,9,9,9,3000,0
2750.0,0,1,2,36,2,3.0,2,9,9,1500,0
4558.139534883721,0,1,4,36,11,1.0,8,12,12,28000,0
4470.588235294118,0,0,0,36,9,17.0,6,10,10,8000,0
1633.3333333333333,0,0,1,60,11,7.0,5,21,21,20000,0
11956.521739130434,0,0,3,36,19,6.0,12,14,14,40000,0
2051.2820512820513,0,0,6,36,25,5.0,18,21,21,11000,0
2535.714285714286,0,0,0,36,8,18.0,7,10,10,3300,0
3611.1111111111113,0,0,1,36,13,5.0,8,10,10,15000,0
5600.0,0,0,0,36,5,-1.0,3,5,5,11500,0
4285.714285714285,0,1,2,36,15,12.0,11,18,17,16500,0
2857.1428571428573,0,0,6,60,17,4.0,6,10,10,15000,0
3181.818181818182,0,0,1,60,19,3.0,11,12,12,35000,0
2322.5806451612902,0,0,4,36,8,4.0,5,11,11,4400,0
5333.333333333333,0,0,2,60,10,3.0,9,14,14,19000,0
2076.470588235294,0,0,3,36,8,2.0,7,13,13,3125,0
1520.8333333333333,0,0,0,60,37,-1.0,21,23,23,20000,0
1250.0,0,0,0,60,13,14.0,12,14,14,20000,0
6363.636363636364,0,0,0,60,11,15.0,10,10,10,10000,0
12962.962962962964,0,0,0,36,14,21.0,9,13,13,35000,0
1969.6969696969697,0,0,3,36,21,6.0,15,17,17,14000,0
4516.8421052631575,0,0,0,36,15,15.0,7,10,10,16000,0
9482.758620689656,0,0,1,36,10,10.0,6,13,13,8000,0
3214.285714285714,0,0,4,36,12,7.0,7,12,12,7000,0
3461.5384615384614,0,0,3,60,14,5.0,8,12,12,24000,1
1285.7142857142858,0,0,3,36,25,5.0,9,13,13,10000,0
1513.5135135135135,0,0,5,36,17,0.0,6,11,10,2500,0
1300.0,0,0,2,60,4,7.0,4,10,10,25000,0
6538.461538461538,0,0,3,36,13,3.0,5,8,8,5000,0
8327.597777777779,0,0,1,36,6,5.0,5,6,6,9000,1
872.7272727272727,0,0,0,36,11,20.0,5,5,5,5000,0
7076.923076923077,0,1,3,36,11,8.0,10,11,11,10000,0
4339.870967741936,0,0,0,36,24,15.0,10,12,12,1200,1
1960.0,0,0,4,36,18,6.0,13,17,17,10000,0
3500.0,0,0,4,36,9,1.0,5,6,6,6000,0
3888.8888888888887,0,0,4,36,8,4.0,8,8,8,2500,0
53333.333333333336,0,1,1,36,3,5.0,3,3,3,32000,1
3769.230769230769,0,0,3,60,10,0.0,7,13,13,28000,0
1360.0,0,0,0,36,7,17.0,5,6,6,10000,0
2918.9189189189187,0,0,3,60,29,2.0,19,22,22,35000,0
8164.815,0,0,1,60,4,10.0,4,7,7,25000,0
4090.909090909091,0,0,4,60,16,3.0,9,11,11,15000,0
2166.6666666666665,0,1,0,36,15,18.0,7,10,10,16000,0
3892.8571428571427,0,0,2,36,16,5.0,7,10,10,20000,0
3250.0,0,1,1,36,5,10.0,5,20,20,10000,0
5500.0,0,0,0,36,6,21.0,3,4,4,10000,0
2521.7391304347825,0,0,0,60,11,14.0,4,8,8,15000,0
3818.181818181818,0,0,1,60,11,10.0,8,13,13,11100,0
4473.684210526316,0,0,3,60,6,0.0,5,7,7,24000,0
1500.0,0,1,1,36,10,2.0,6,10,10,1950,0
3333.3333333333335,0,0,0,60,9,-1.0,3,5,5,15000,0
1950.0,1,0,0,36,20,14.0,3,5,5,8000,0
6000.0,0,0,0,36,6,23.0,5,6,6,8500,0
4517.6,0,0,2,36,9,4.0,6,8,8,12000,0
10857.142857142857,0,1,0,60,5,15.0,3,4,4,24000,1
9423.076923076924,0,0,1,60,6,3.0,2,12,12,12475,0
3214.285714285714,0,1,0,60,12,19.0,9,11,11,11500,0
1090.909090909091,0,0,1,36,4,6.0,1,16,16,1000,0
8888.888888888889,0,0,3,36,3,0.0,3,4,4,15000,0
3466.6666666666665,0,1,5,36,10,2.0,8,10,10,13250,0
1590.909090909091,1,0,2,36,15,2.0,10,12,12,10000,0
12500.0,0,1,0,36,7,-1.0,7,8,8,18000,0
3392.8571428571427,0,0,9,36,19,0.0,8,11,10,2400,0
4333.333333333333,0,0,0,60,14,19.0,11,13,13,21700,0
2241.3793103448274,0,0,1,36,15,8.0,10,14,14,36525,0
2500.0,0,1,10,36,20,3.0,8,10,10,5000,0
7263.1578947368425,0,0,2,36,8,7.0,3,10,10,28000,0
2916.0,0,0,5,36,13,3.0,5,8,8,35000,0
2174.6031746031745,0,1,5,60,37,2.0,32,38,38,40000,1
1291.6666666666667,0,1,0,60,14,22.0,7,9,9,14000,0
15833.333333333334,0,0,1,60,5,12.0,5,6,6,20000,0
1866.6666666666667,0,0,1,36,12,7.0,8,10,10,7000,0
6388.888888888889,0,0,3,36,14,0.0,11,13,13,20000,0
10000.0,0,1,3,36,12,9.0,9,12,12,40000,0
1904.7619047619048,0,1,1,36,19,12.0,15,22,22,10000,0
1538.4615384615386,0,0,2,36,16,0.0,5,9,9,8000,0
4166.666666666667,0,1,0,36,8,13.0,6,6,6,4000,0
5000.0,0,1,1,36,6,9.0,4,11,11,30000,0
6411.764705882353,0,0,0,36,8,23.0,5,9,9,20000,0
6470.588235294118,0,0,3,36,16,1.0,9,17,17,24000,0
2500.0,0,1,1,36,8,11.0,5,7,7,4000,0
4302.545454545455,0,0,0,60,8,-1.0,5,5,5,14000,0
3461.5384615384614,0,0,0,36,20,18.0,12,14,14,24000,0
3400.0,0,0,2,36,4,3.0,4,4,4,2800,0
6666.666666666667,0,0,1,60,20,1.0,16,17,17,32000,0
1377.7777777777778,0,1,1,36,19,0.0,10,17,17,12000,0
5076.923076923077,0,0,1,36,10,9.0,4,5,5,9600,0
2437.5,0,1,0,36,14,-1.0,12,13,13,9600,0
5846.153846153846,0,0,1,36,10,6.0,6,7,7,3500,0
2424.242424242424,0,0,2,36,18,6.0,18,23,23,8000,0
5238.0952380952385,0,0,1,36,7,10.0,4,9,9,12000,0
1934.7826086956522,0,0,0,36,16,-1.0,14,28,28,32400,0
4061.5384615384614,0,0,0,36,8,14.0,7,10,10,3600,1
2650.0,0,0,1,60,3,8.0,2,3,3,15000,0
2142.8571428571427,0,0,1,36,14,3.0,5,10,10,8300,0
3255.813953488372,0,0,0,36,27,-1.0,14,19,19,25600,0
3333.3333333333335,0,0,2,60,25,6.0,13,16,16,20000,0
6923.076923076923,0,0,2,60,14,5.0,10,15,15,27900,0
4444.444444444444,0,0,3,36,9,1.0,5,9,9,4000,0
3086.9565217391305,0,0,1,36,14,0.0,10,13,13,1000,0
2952.3809523809523,0,1,0,60,17,-1.0,8,9,9,24000,0
5571.428571428572,0,1,3,36,16,3.0,11,14,14,40000,0
2483.8709677419356,0,0,2,36,21,4.0,6,9,9,22000,0
5208.333333333333,0,0,3,36,19,6.0,15,16,16,6400,0
3703.703703703704,0,0,1,36,13,12.0,5,9,9,12000,0
1770.8333333333333,0,0,9,36,35,0.0,17,20,20,30000,0
6333.333333333333,0,0,4,60,6,12.0,2,5,4,12000,0
12000.0,0,1,0,36,6,-1.0,5,6,6,20000,0
3576.923076923077,0,0,3,36,11,6.0,6,13,13,24000,0
3091.6666666666665,0,0,0,60,8,-1.0,3,5,5,38400,0
4166.666666666667,0,0,2,60,13,3.0,8,9,9,10000,0
2592.5925925925926,0,0,1,36,22,5.0,7,7,7,30000,0
4913.04347826087,0,0,4,36,17,5.0,11,13,13,9000,0
5200.0,0,0,3,36,15,3.0,15,19,19,28000,0
8000.0,0,0,1,60,14,5.0,10,13,13,29000,1
7200.0,0,0,1,36,2,0.0,2,2,2,5000,0
3351.4444444444443,0,0,0,60,5,16.0,5,7,7,26000,0
24750.0,0,0,0,36,3,15.0,2,4,4,25000,1
3057.6923076923076,0,0,2,36,15,9.0,11,16,16,25000,0
2058.823529411765,0,0,0,36,8,17.0,5,9,9,14000,0
4266.666666666667,0,0,2,36,9,5.0,7,8,8,6000,0
3066.6666666666665,0,0,0,36,8,15.0,6,9,9,12000,0
3142.8571428571427,0,1,4,36,25,7.0,15,16,16,20000,0
3100.0,0,1,1,36,9,2.0,7,13,13,10000,0
2000.0,1,0,1,60,16,8.0,6,20,20,10000,0
3072.7272727272725,0,1,0,36,10,15.0,7,8,8,5000,0
8076.923076923077,0,0,2,36,4,5.0,1,5,5,10000,0
5096.0,0,0,0,36,7,23.0,7,8,8,10000,0
4142.857142857143,0,1,2,60,13,4.0,7,9,9,15000,0
3785.714285714286,0,0,0,36,9,-1.0,4,9,9,17000,0
2153.846153846154,0,0,6,36,21,1.0,8,11,11,19475,0
2586.206896551724,0,0,1,36,9,7.0,4,9,9,10000,0
6250.0,0,0,4,36,16,1.0,10,15,15,8000,1
1931.0344827586207,0,0,5,36,19,11.0,8,10,10,10000,0
3157.8947368421054,0,1,7,60,6,1.0,5,12,12,16000,0
4931.25,0,0,0,60,9,14.0,7,12,12,14000,0
2408.1632653061224,0,0,2,36,22,5.0,17,25,25,11300,0
3695.6521739130435,0,0,3,60,14,4.0,13,15,15,15000,0
5000.0,0,1,0,36,6,22.0,5,6,6,10000,0
1413.0434782608695,0,1,2,36,33,9.0,15,18,18,25000,0
2181.818181818182,0,0,0,60,9,23.0,9,11,11,15000,0
2111.0833333333335,0,1,3,36,23,4.0,12,16,16,19200,0
4062.5,0,0,0,36,18,-1.0,7,10,10,14000,0
1153.8461538461538,0,0,0,36,10,-1.0,8,22,22,13000,0
1956.5217391304348,0,0,0,60,14,14.0,9,12,12,28000,0
3677.4193548387098,0,0,1,60,20,11.0,10,14,14,26000,0
3235.294117647059,0,0,0,36,7,-1.0,4,11,11,7000,0
2173.913043478261,0,0,0,60,14,13.0,8,11,11,25000,0
3083.3333333333335,0,0,0,36,11,-1.0,5,5,5,20000,0
1969.6969696969697,0,0,4,60,23,3.0,7,12,10,20000,0
6315.789473684211,0,0,0,36,12,16.0,8,11,11,12000,0
4666.666666666667,0,0,0,36,7,17.0,4,5,5,8650,0
10000.0,0,0,3,36,6,0.0,5,5,5,7500,0
7000.0,0,0,4,36,19,7.0,7,11,11,21000,0
30000.0,0,0,1,36,3,4.0,3,5,5,12000,0
3173.913043478261,0,0,1,36,17,9.0,6,10,10,10000,0
4157.894736842105,0,0,3,60,8,10.0,7,12,12,25000,1
933.3333333333334,0,0,1,36,13,1.0,8,8,8,8500,0
4277.777777777777,0,1,3,36,15,5.0,11,13,13,18000,0
1155.5555555555557,0,1,3,60,21,3.0,13,31,31,18000,0
2460.5263157894738,0,0,8,36,15,0.0,10,13,13,9500,0
4500.0,0,0,0,36,10,-1.0,7,10,10,20000,1
2903.2258064516127,0,0,2,36,18,1.0,9,11,11,10000,0
8750.0,0,0,0,36,7,-1.0,6,6,6,30000,0
6666.666666666667,0,0,0,60,12,17.0,10,13,13,28000,0
2575.757575757576,0,0,1,36,22,9.0,12,17,15,25000,0
9285.714285714286,0,0,0,36,13,-1.0,8,12,12,30000,0
9000.0,0,0,0,60,10,-1.0,6,6,6,40000,0
2066.6666666666665,0,0,1,36,9,9.0,7,8,8,8000,0
4375.0,0,0,2,36,5,5.0,5,8,8,12000,0
4050.0,1,0,3,60,12,7.0,9,12,12,12000,0
1363.6363636363637,0,1,2,36,6,4.0,5,6,6,8000,0
10000.0,0,0,1,36,4,3.0,3,4,4,10000,0
4347.826086956522,0,1,2,36,15,2.0,6,8,8,6650,0
4117.64705882353,0,1,0,36,13,15.0,7,8,8,10000,0
3905.3,0,1,1,36,7,11.0,6,9,9,5200,0
22000.0,0,0,2,60,3,7.0,3,4,4,15525,1
1935.483870967742,0,0,3,36,21,4.0,11,12,12,6000,0
2850.0,0,0,0,36,20,13.0,11,11,11,5000,1
2325.7894736842104,0,0,4,36,10,1.0,7,10,10,3500,0
958.3333333333334,0,1,8,36,24,3.0,21,21,21,15000,0
7500.0,0,0,0,60,14,13.0,14,16,16,21625,0
2680.0,0,0,1,36,15,2.0,11,13,13,11200,0
4151.515151515152,0,0,5,36,29,0.0,22,24,24,40000,0
2000.0,0,0,3,36,9,1.0,7,8,8,10000,0
2884.6153846153848,0,0,1,36,19,4.0,13,15,15,36000,0
3423.076923076923,0,0,5,60,8,5.0,4,6,6,17000,0
